datetime,time,value
21/03/2017 00:00,1.49005E+12,9.091444
21/03/2017 00:05,1.49005E+12,6.133222
21/03/2017 00:10,1.49006E+12,3.309465
21/03/2017 00:15,1.49006E+12,12.990919
21/03/2017 00:20,1.49006E+12,3.309465
21/03/2017 00:25,1.49006E+12,3.309465
21/03/2017 00:30,1.49006E+12,14.335566
21/03/2017 00:35,1.49006E+12,3.443929
21/03/2017 00:40,1.49006E+12,3.443929
21/03/2017 00:45,1.49006E+12,8.284657
21/03/2017 00:50,1.49006E+12,3.309465
21/03/2017 00:55,1.49006E+12,10.839485
21/03/2017 01:00,1.49006E+12,3.443929
21/03/2017 01:05,1.49006E+12,3.309465
21/03/2017 01:10,1.49006E+12,14.201101
21/03/2017 01:15,1.49006E+12,3.309465
21/03/2017 01:20,1.49006E+12,3.443929
21/03/2017 01:25,1.49006E+12,13.394313
21/03/2017 01:30,1.49006E+12,3.309465
21/03/2017 01:35,1.49006E+12,3.309465
21/03/2017 01:40,1.49006E+12,9.225909
21/03/2017 01:45,1.49006E+12,3.309465
21/03/2017 01:50,1.49006E+12,8.150192
21/03/2017 01:55,1.49006E+12,5.460899
21/03/2017 02:00,1.49006E+12,3.309465
21/03/2017 02:05,1.49006E+12,11.646273
21/03/2017 02:10,1.49006E+12,3.443929
21/03/2017 02:15,1.49006E+12,3.443929
21/03/2017 02:20,1.49006E+12,14.066636
21/03/2017 02:25,1.49006E+12,3.309465
21/03/2017 02:30,1.49006E+12,3.309465
21/03/2017 02:35,1.49006E+12,13.932172
21/03/2017 02:40,1.49006E+12,3.443929
21/03/2017 02:45,1.49006E+12,3.309465
21/03/2017 02:50,1.49006E+12,11.377343
21/03/2017 02:55,1.49006E+12,3.309465
21/03/2017 03:00,1.49007E+12,3.309465
21/03/2017 03:05,1.49007E+12,9.360374
21/03/2017 03:10,1.49007E+12,3.443929
21/03/2017 03:15,1.49007E+12,8.95698
21/03/2017 03:20,1.49007E+12,5.998758
21/03/2017 03:25,1.49007E+12,5.326434
21/03/2017 03:30,1.49007E+12,12.587525
21/03/2017 03:35,1.49007E+12,3.443929
21/03/2017 03:40,1.49007E+12,3.443929
21/03/2017 03:45,1.49007E+12,12.587525
21/03/2017 03:50,1.49007E+12,3.309465
21/03/2017 03:55,1.49007E+12,3.443929
21/03/2017 04:00,1.49007E+12,13.125384
21/03/2017 04:05,1.49007E+12,3.309465
21/03/2017 04:10,1.49007E+12,3.309465
